"X2","X4_합"
"라라4469",36
"라라4470",26
"라라4471",5
"라라4472",0
"라라4473",21
"라라4474",13
"라라4475",10
"라라4476",5
"라라4477",5
"라라4478",8
"라라4479",13
"라라4480",10
"라라4481",8
"라라4482",6
"라라4483",5
"라라4484",0
"라라4485",14
"라라4492",0
"라라4493",5
"라라4494",44
"라라4495",10
"라라4496",8
"라라4497",5
"라라4498",26
"라라4499",0
"라라4536",0
"라라4537",5
"라라4545",10
"라라4546",18
"라라4548",188
"라라4549",44
"라라4550",34
"라라4551",13
"라라4555",15
"라라4556",55
"라라4557",41
"라라4563",0
"라라4564",5
"라라4566",0
"라라4567",21
"라라4568",15
"라라4569",16
"라라4570",13
"라라4571",5
"라라4572",10
"라라4573",10
"라라4574",36
"라라4575",10
"라라4576",10
"라라4577",0
"라라4578",5
"라라4579",5
"라라4580",10
"라라4582",8
"라라4583",25
"라라4587",0
"라라4588",5
"라라4591",8
"라라4592",5
"라라4594",48
"라라4595",23
"라라4596",13
"라라4597",0
"라라4598",43
"라라4599",13
"라라4636",68
"라라4637",0
"라라4640",5
"라라4645",15
"라라4647",37
"라라4648",102
"라라4649",13
"라라4650",23
"라라4651",208
"라라4652",74
"라라4653",21
"라라4654",24
"라라4655",18
"라라4656",0
"라라4657",26
"라라4658",8
"라라4665",5
"라라4666",18
"라라4667",59
"라라4668",5
"라라4669",8
"라라4670",5
"라라4671",5
"라라4672",13
"라라4673",10
"라라4674",18
"라라4675",21
"라라4676",15
"라라4677",15
"라라4678",13
"라라4681",24
"라라4682",16
"라라4692",18
"라라4693",10
"라라4694",10
"라라4697",0
"라라4699",10
"라라4734",10
"라라4736",18
"라라4737",11
"라라4741",13
"라라4742",32
"라라4743",8
"라라4744",5
"라라4745",62
"라라4746",13
"라라4747",13
"라라4748",50
"라라4749",25
"라라4750",55
"라라4751",46
"라라4755",26
"라라4756",5
"라라4757",15
"라라4758",41
"라라4767",5
"라라4770",13
"라라4771",39
"라라4772",13
"라라4773",41
"라라4774",21
"라라4775",13
"라라4776",36
"라라4777",10
"라라4780",10
"라라4781",13
"라라4782",26
"라라4783",10
"라라4784",0
"라라4790",0
"라라4791",13
"라라4792",29
"라라4793",5
"라라4796",5
"라라4798",0
"라라4834",27
"라라4835",10
"라라4836",39
"라라4837",58
"라라4845",31
"라라4846",10
"라라4847",26
"라라4848",28
"라라4849",0
"라라4850",13
"라라4852",39
"라라4853",18
"라라4854",5
"라라4855",15
"라라4856",18
"라라4857",53
"라라4858",21
"라라4859",13
"라라4860",28
"라라4861",30
"라라4862",21
"라라4869",5
"라라4870",0
"라라4874",18
"라라4875",21
"라라4876",5
"라라4877",5
"라라4878",13
"라라4879",10
"라라4880",13
"라라4881",16
"라라4882",18
"라라4883",19
"라라4884",57
"라라4887",5
"라라4888",16
"라라4889",45
"라라4890",18
"라라4891",26
"라라4892",13
"라라4893",16
"라라4894",5
"라라4895",26
"라라4896",13
"라라4898",21
"라라4899",26
"라라4932",13
"라라4934",61
"라라4935",105
"라라4937",0
"라라4938",5
"라라4942",19
"라라4944",10
"라라4945",37
"라라4946",26
"라라4947",26
"라라4949",5
"라라4950",21
"라라4952",18
"라라4953",18
"라라4954",26
"라라4955",18
"라라4958",37
"라라4959",28
"라라4960",21
"라라4961",86
"라라4962",10
"라라4963",16
"라라4965",28
"라라4966",81
"라라4967",36
"라라4970",8
"라라4971",21
"라라4972",18
"라라4976",21
"라라4977",23
"라라4978",26
"라라4979",13
"라라4980",13
"라라4981",18
"라라4982",13
"라라4983",5
"라라4984",8
"라라4985",167
"라라4986",255
"라라4987",10
"라라4988",10
"라라4989",13
"라라4990",5
"라라4991",502
"라라4992",13
"라라4993",26
"라라4994",13
"라라4995",21
"라라4996",13
"라라4997",21
"라라4998",10
"라라5033",21
"라라5035",189
"라라5038",31
"라라5039",21
"라라5040",18
"라라5042",18
"라라5043",65
"라라5044",89
"라라5045",21
"라라5046",16
"라라5047",18
"라라5050",13
"라라5051",34
"라라5052",10
"라라5053",29
"라라5054",16
"라라5059",197
"라라5061",5
"라라5062",0
"라라5063",76
"라라5064",67
"라라5065",54
"라라5066",49
"라라5067",51
"라라5068",79
"라라5069",53
"라라5070",56
"라라5071",49
"라라5072",47
"라라5073",144
"라라5074",0
"라라5077",41
"라라5078",0
"라라5079",13
"라라5080",0
"라라5081",10
"라라5082",13
"라라5083",21
"라라5084",18
"라라5085",34
"라라5086",2421
"라라5087",21
"라라5088",658
"라라5089",49
"라라5090",32
"라라5091",18
"라라5093",13
"라라5094",27
"라라5095",26
"라라5097",10
"라라5099",8
"라라5146",13
"라라5147",13
"라라5149",39
"라라5150",47
"라라5151",21
"라라5152",26
"라라5153",0
"라라5159",929
"라라5160",17
"라라5162",8
"라라5163",366
"라라5164",130
"라라5165",71
"라라5166",73
"라라5167",24
"라라5168",93
"라라5169",18
"라라5170",34
"라라5171",59
"라라5172",117
"라라5173",5
"라라5174",29
"라라5175",31
"라라5176",0
"라라5178",21
"라라5179",10
"라라5180",5
"라라5182",0
"라라5183",0
"라라5184",5
"라라5185",36
"라라5186",2688
"라라5187",5262
"라라5188",1925
"라라5189",1745
"라라5190",13
"라라5191",29
"라라5192",13
"라라5193",5
"라라5194",13
"라라5195",25
"라라5196",5
"라라5197",13
"라라5198",26
"라라5199",13
"라라5255",13
"라라5256",101
"라라5257",0
"라라5258",10
"라라5259",1412
"라라5260",1388
"라라5261",518
"라라5262",89
"라라5263",59
"라라5266",15
"라라5267",0
"라라5268",21
"라라5269",26
"라라5270",10
"라라5271",23
"라라5272",50
"라라5273",146
"라라5274",478
"라라5275",30
"라라5276",0
"라라5279",31
"라라5280",26
"라라5281",16
"라라5282",10
"라라5285",5
"라라5286",0
"라라5287",2797
"라라5288",1424
"라라5289",2596
"라라5290",150
"라라5291",24
"라라5292",10
"라라5293",5
"라라5294",47
"라라5295",13
"라라5296",41
"라라5297",44
"라라5298",31
"라라5299",5
"라라5359",739
"라라5360",2074
"라라5361",1558
"라라5362",69
"라라5363",0
"라라5364",0
"라라5367",5
"라라5368",21
"라라5370",5
"라라5372",49
"라라5373",49
"라라5374",13
"라라5375",978
"라라5376",1078
"라라5377",292
"라라5379",122
"라라5381",28
"라라5382",23
"라라5383",21
"라라5384",31
"라라5385",5
"라라5386",833
"라라5387",2596
"라라5388",1394
"라라5389",1712
"라라5390",5
"라라5391",38
"라라5393",44
"라라5394",53
"라라5395",8
"라라5396",5
"라라5397",5
"라라5398",10
"라라5399",5
"라라5458",5
"라라5459",168
"라라5460",167
"라라5461",29
"라라5463",10
"라라5467",5
"라라5468",0
"라라5470",0
"라라5471",0
"라라5472",31
"라라5473",5
"라라5474",65
"라라5475",19
"라라5476",604
"라라5477",400
"라라5478",74
"라라5479",107
"라라5480",107
"라라5481",0
"라라5482",65
"라라5483",36
"라라5484",24
"라라5485",8
"라라5486",1203
"라라5487",845
"라라5488",78
"라라5489",342
"라라5490",13
"라라5491",126
"라라5492",27
"라라5493",16
"라라5494",15
"라라5495",13
"라라5496",8
"라라5498",10
"라라5499",16
"라라5559",27
"라라5560",18
"라라5561",99
"라라5563",29
"라라5564",0
"라라5568",10
"라라5573",44
"라라5574",305
"라라5575",26
"라라5576",31
"라라5577",29
"라라5578",10
"라라5579",13
"라라5581",21
"라라5582",46
"라라5583",10
"라라5584",128
"라라5585",2106
"라라5586",1057
"라라5587",2039
"라라5588",1326
"라라5589",1804
"라라5590",238
"라라5591",5
"라라5592",54
"라라5593",13
"라라5595",18
"라라5596",13
"라라5597",16
"라라5598",21
"라라5599",13
"라라5658",10
"라라5659",175
"라라5660",101
"라라5661",39
"라라5662",18
"라라5668",5
"라라5669",21
"라라5670",10
"라라5671",13
"라라5672",0
"라라5673",23
"라라5674",28
"라라5677",34
"라라5678",16
"라라5679",41
"라라5680",36
"라라5681",26
"라라5682",10
"라라5683",18
"라라5684",13
"라라5685",25
"라라5686",284
"라라5687",1219
"라라5688",3345
"라라5689",56
"라라5690",13
"라라5691",18
"라라5692",41
"라라5693",10
"라라5694",36
"라라5695",13
"라라5696",5
"라라5697",13
"라라5698",24
"라라5699",13
"라라5756",10
"라라5758",15
"라라5759",80
"라라5760",18
"라라5761",64
"라라5762",39
"라라5763",18
"라라5764",0
"라라5765",34
"라라5768",21
"라라5769",5
"라라5770",19
"라라5771",0
"라라5772",10
"라라5773",71
"라라5774",10
"라라5776",5
"라라5777",0
"라라5778",16
"라라5779",36
"라라5780",8
"라라5781",5
"라라5782",21
"라라5783",0
"라라5784",22
"라라5785",26
"라라5786",21
"라라5787",338
"라라5788",2012
"라라5789",45
"라라5790",47
"라라5791",57
"라라5792",28
"라라5793",29
"라라5794",73
"라라5795",13
"라라5796",18
"라라5797",16
"라라5798",5
"라라5799",21
"라라5848",16
"라라5855",0
"라라5856",21
"라라5857",41
"라라5858",32
"라라5859",31
"라라5860",5
"라라5861",0
"라라5862",21
"라라5863",10
"라라5865",5
"라라5866",26
"라라5867",26
"라라5868",5
"라라5871",27
"라라5872",13
"라라5873",66
"라라5874",0
"라라5877",29
"라라5878",13
"라라5879",13
"라라5880",10
"라라5881",15
"라라5882",10
"라라5883",5
"라라5884",5
"라라5885",21
"라라5887",16
"라라5888",79
"라라5889",31
"라라5891",121
"라라5892",66
"라라5894",13
"라라5895",64
"라라5896",31
"라라5897",10
"라라5898",5
"라라5957",21
"라라5958",13
"라라5959",0
"라라5961",21
"라라5962",8
"라라5964",10
"라라5966",13
"라라5967",21
"라라5970",10
"라라5971",21
"라라5972",8
"라라5973",21
"라라5977",21
"라라5978",13
"라라5980",16
"라라5981",5
"라라5983",33
"라라5984",49
"라라5985",27
"라라5986",0
"라라5987",18
"라라5988",8
"라라5989",8
"라라5990",42
"라라5991",219
"라라5992",64
"라라5995",18
"라라5996",59
"라라5997",10
"라라5998",8
"라라6056",28
"라라6057",44
"라라6058",5
"라라6059",53
"라라6061",5
"라라6063",5
"라라6065",10
"라라6066",16
"라라6067",0
"라라6070",51
"라라6071",5
"라라6073",13
"라라6079",16
"라라6080",10
"라라6082",23
"라라6083",48
"라라6084",10
"라라6085",220
"라라6086",480
"라라6088",79
"라라6089",19
"라라6090",15
"라라6091",13
"라라6092",36
"라라6093",78
"라라6094",5
"라라6095",13
"라라6096",160
"라라6097",41
"라라6098",33
"라라6099",50
"라라6134",0
"라라6135",5
"라라6151",5
"라라6156",33
"라라6157",5
"라라6158",5
"라라6159",38
"라라6160",16
"라라6164",5
"라라6165",10
"라라6167",5
"라라6168",10
"라라6169",10
"라라6170",21
"라라6171",10
"라라6172",5
"라라6175",47
"라라6176",13
"라라6177",21
"라라6179",13
"라라6180",46
"라라6181",44
"라라6182",64
"라라6183",8
"라라6184",18
"라라6185",5
"라라6186",207
"라라6189",26
"라라6190",0
"라라6191",8
"라라6194",17
"라라6195",13
"라라6196",21
"라라6198",0
"라라6218",5
"라라6234",0
"라라6235",15
"라라6249",43
"라라6251",34
"라라6256",0
"라라6257",37
"라라6259",8
"라라6260",5
"라라6261",21
"라라6264",0
"라라6265",13
"라라6266",10
"라라6267",92
"라라6268",0
"라라6270",16
"라라6271",13
"라라6275",41
"라라6276",5
"라라6277",105
"라라6278",41
"라라6279",45
"라라6280",29
"라라6281",37
"라라6282",37
"라라6283",23
"라라6284",16
"라라6286",27
"라라6287",0
"라라6292",73
"라라6293",8
"라라6294",5
"라라6295",23
"라라6296",5
"라라6297",36
"라라6298",5
"라라6299",0
"라라6333",10
"라라6334",5
"라라6348",8
"라라6349",10
"라라6350",6
"라라6351",13
"라라6356",49
"라라6357",13
"라라6358",21
"라라6359",23
"라라6360",60
"라라6361",41
"라라6362",10
"라라6367",18
"라라6371",5
"라라6373",27
"라라6375",21
"라라6377",53
"라라6378",56
"라라6380",18
"라라6381",21
"라라6382",36
"라라6383",10
"라라6384",0
"라라6385",8
"라라6386",0
"라라6391",0
"라라6392",0
"라라6393",34
"라라6394",42
"라라6396",0
"라라6397",13
"라라6398",13
"라라6399",13
"라라6433",5
"라라6434",5
"라라6448",0
"라라6449",13
"라라6450",18
"라라6451",44
"라라6456",5
"라라6458",0
"라라6459",35
"라라6460",18
"라라6461",16
"라라6462",21
"라라6463",10
"라라6466",26
"라라6467",18
"라라6470",5
"라라6471",27
"라라6472",16
"라라6473",15
"라라6474",36
"라라6475",36
"라라6476",8
"라라6477",34
"라라6478",31
"라라6479",5
"라라6481",8
"라라6483",36
"라라6484",21
"라라6488",8
"라라6489",15
"라라6490",43
"라라6491",18
"라라6495",5
"라라6496",5
"라라6497",5
"라라6498",93
"라라6499",29
"라라6546",30
"라라6547",41
"라라6548",5
"라라6549",44
"라라6550",36
"라라6559",5
"라라6561",31
"라라6562",23
"라라6563",0
"라라6565",5
"라라6566",36
"라라6567",31
"라라6569",18
"라라6570",21
"라라6571",0
"라라6572",16
"라라6574",0
"라라6575",27
"라라6576",16
"라라6578",26
"라라6579",59
"라라6580",16
"라라6581",8
"라라6583",46
"라라6585",12
"라라6586",21
"라라6587",36
"라라6588",66
"라라6589",46
"라라6590",26
"라라6591",31
"라라6592",13
"라라6593",49
"라라6595",16
"라라6596",16
"라라6598",5
"라라6627",0
"라라6646",5
"라라6647",13
"라라6649",10
"라라6650",63
"라라6659",0
"라라6660",0
"라라6661",5
"라라6662",10
"라라6663",10
"라라6664",13
"라라6665",0
"라라6666",13
"라라6667",0
"라라6668",0
"라라6669",13
"라라6670",5
"라라6671",13
"라라6672",21
"라라6673",0
"라라6678",5
"라라6679",36
"라라6680",8
"라라6681",16
"라라6684",5
"라라6685",21
"라라6686",13
"라라6687",5
"라라6688",27
"라라6689",13
"라라6690",0
"라라6692",0
"라라6693",10
"라라6694",5
"라라6696",41
"라라6698",0
"라라6725",0
"라라6726",5
"라라6727",23
"라라6728",5
"라라6731",10
"라라6746",44
"라라6748",15
"라라6761",16
"라라6762",13
"라라6763",16
"라라6765",10
"라라6766",37
"라라6767",8
"라라6768",11
"라라6769",0
"라라6771",13
"라라6772",21
"라라6773",41
"라라6775",0
"라라6778",27
"라라6779",54
"라라6780",13
"라라6784",5
"라라6787",21
"라라6788",36
"라라6789",40
"라라6790",43
"라라6791",36
"라라6792",26
"라라6793",5
"라라6794",21
"라라6795",8
"라라6796",51
"라라6797",5
"라라6825",18
"라라6826",5
"라라6828",5
"라라6830",46
"라라6831",5
"라라6846",7
"라라6847",5
"라라6855",5
"라라6860",18
"라라6861",33
"라라6862",26
"라라6863",5
"라라6865",8
"라라6866",18
"라라6867",0
"라라6868",5
"라라6869",8
"라라6870",10
"라라6871",5
"라라6872",8
"라라6873",5
"라라6875",0
"라라6876",0
"라라6877",0
"라라6878",46
"라라6879",23
"라라6880",39
"라라6883",36
"라라6884",32
"라라6885",26
"라라6886",31
"라라6887",24
"라라6888",10
"라라6889",36
"라라6891",26
"라라6892",13
"라라6893",54
"라라6894",16
"라라6895",21
"라라6896",26
"라라6897",21
"라라6898",0
"라라6899",41
"라라6926",21
"라라6927",83
"라라6928",10
"라라6931",19
"라라6946",5
"라라6958",5
"라라6959",18
"라라6961",10
"라라6962",0
"라라6965",18
"라라6972",18
"라라6973",23
"라라6977",13
"라라6978",51
"라라6979",5
"라라6980",0
"라라6981",52
"라라6983",54
"라라6984",13
"라라6985",27
"라라6986",21
"라라6987",65
"라라6988",46
"라라6989",0
"라라6990",5
"라라6991",8
"라라6992",10
"라라6993",36
"라라6994",16
"라라6996",34
"라라6997",22
"라라6999",10
"라라7025",16
"라라7026",106
"라라7027",98
"라라7056",21
"라라7057",13
"라라7058",8
"라라7059",13
"라라7060",42
"라라7061",21
"라라7064",5
"라라7065",15
"라라7067",15
"라라7069",5
"라라7071",0
"라라7072",18
"라라7074",5
"라라7076",10
"라라7077",8
"라라7078",21
"라라7081",18
"라라7082",5
"라라7083",16
"라라7084",13
"라라7085",21
"라라7086",89
"라라7087",40
"라라7088",10
"라라7089",21
"라라7090",0
"라라7092",13
"라라7093",47
"라라7094",13
"라라7095",30
"라라7096",5
"라라7097",22
"라라7125",28
"라라7126",31
"라라7127",0
"라라7132",0
"라라7133",0
"라라7157",10
"라라7158",18
"라라7159",13
"라라7160",13
"라라7161",5
"라라7162",0
"라라7163",15
"라라7164",16
"라라7165",21
"라라7166",21
"라라7167",31
"라라7168",0
"라라7169",26
"라라7174",13
"라라7175",13
"라라7176",13
"라라7177",0
"라라7178",5
"라라7180",5
"라라7181",16
"라라7182",5
"라라7183",21
"라라7184",13
"라라7185",26
"라라7186",229
"라라7187",5
"라라7188",0
"라라7189",21
"라라7190",26
"라라7192",31
"라라7193",13
"라라7197",31
"라라7198",31
"라라7199",41
"라라7225",5
"라라7226",5
"라라7239",5
"라라7240",18
"라라7258",10
"라라7259",18
"라라7260",13
"라라7261",26
"라라7262",5
"라라7264",39
"라라7265",24
"라라7266",26
"라라7267",26
"라라7268",16
"라라7269",36
"라라7270",18
"라라7271",18
"라라7272",13
"라라7273",0
"라라7274",16
"라라7275",10
"라라7276",10
"라라7277",16
"라라7278",5
"라라7279",0
"라라7280",13
"라라7281",10
"라라7282",15
"라라7283",16
"라라7284",23
"라라7285",21
"라라7286",47
"라라7287",20
"라라7288",16
"라라7289",21
"라라7292",10
"라라7297",26
"라라7299",15
"라라7325",5
"라라7339",0
"라라7340",18
"라라7355",5
"라라7356",42
"라라7357",5
"라라7358",5
"라라7360",0
"라라7361",13
"라라7362",26
"라라7364",197
"라라7365",34
"라라7366",41
"라라7367",31
"라라7368",21
"라라7369",5
"라라7370",21
"라라7371",13
"라라7372",15
"라라7374",21
"라라7376",0
"라라7377",10
"라라7379",10
"라라7380",31
